tokens,ner_tags,sentence_label
"['Audi', 'would', 'have', 'been', 'able', 'to', 'report', 'a', 'profit', '300', 'million', 'marks', 'higher', 'in', '1995', 'if', 'exchange', 'rates', 'had', 'stayed', 'the', 'same', 'as', 'in', '1994', ',', 'Demel', 'had', 'told', 'a', 'shareholder', 'meeting', 'last', 'April', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['These', 'are', 'significant', 'stories', 'in', 'the', 'Ivorian', 'press', 'on', 'Thursday', '.']","[0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]",0
"['Sales', '8.70', '8.67']","[0, 0, 0]",2
"['Wednesday', ""'s"", 'U.S.', 'Open', 'draw', 'ceremony', 'revealed', 'that', 'both', 'title', 'holders', 'should', 'run', 'into', 'their', 'first', 'serious', 'opposition', 'in', 'the', 'third', 'round', '.']","[0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['12.', 'Olivier', 'Panis', '(', 'France', ')', 'Ligier', '1:56.417']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['In', 'Europe', ',', 'the', 'service', 'is', 'available', 'in', 'Germany', ',', 'France', 'and', 'Britain', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0]",0
"['The', 'poll', ',', 'conducted', 'earlier', 'this', 'month', 'after', 'Banharn', ""'s"", 'coalition', 'completed', 'one', 'year', 'in', 'office', ',', 'showed', 'the', 'military', 'would', 'prefer', 'General', 'Chatichai', 'Choonhavan', '--', 'a', 'former', 'prime', 'minister', 'who', 'was', 'ousted', 'in', 'a', 'military', 'coup', 'in', 'February', '1991', '--', 'as', 'prime', 'minister', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['GOLF', '-', 'PLAYERS', 'DIVIDED', 'ON', 'CART', 'REQUEST', 'FOR', 'OLAZABAL', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
"['SOCCER', '-', 'ENGLISH', 'LEAGUE', 'RESULTS', '/', 'STANDINGS', '.']","[0, 0, 7, 0, 0, 0, 0, 0]",1
"['Ivanisevic', 'hit', '32', 'aces', 'but', 'was', 'outplayed', 'from', 'the', 'back', 'court', 'by', 'the', '24-year-old', 'Tillstrom', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1
"['Colo', '.']","[5, 6]",4
"['Lech', 'Poznan', '7', '5', '0', '2', '12', '9', '15']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Pro', 'Forma', ':']","[0, 0, 0]",2
"['But', 'away', 'from', 'their', 'home', 'ground', ',', 'they', 'face', 'unfriendly', 'crowds', 'who', 'taunt', 'the', 'players', 'with', 'racist', 'abuse', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Referring', 'to', 'Gencor', ""'s"", 'increased', '41.5', 'percent', 'stake', 'in', 'Ingwe', ',', 'Gilbertson', 'said', 'the', 'group', 'would', 'wait', 'for', 'coal', 'shares', 'to', 'be', 'cheaper', 'before', 'considering', 'snapping', 'up', 'more', '.']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['""', 'Agriculture', 'is', 'very', 'expensive', ',', 'and', 'there', 'are', 'no', 'solutions', 'to', 'our', 'problems', 'on', 'the', 'horizon', ',', '""', 'said', 'Odnosum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2
"['Some', 'were', 'clocked', 'doing', '180', 'kilometres', 'an', 'hour', '(', '112', 'miles', 'per', 'hour', ')', ',', 'Belga', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",1
"['For', 'an', 'industry', 'already', 'suffering', 'from', 'razor-thin', 'margins', ',', 'overcapacity', 'and', 'stagnant', 'demand', ',', 'eco-terrorism', 'is', 'the', 'latest', 'bizarre', 'twist', 'in', 'the', 'construction', 'sector', ""'s"", 'tale', 'of', 'woe', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['VENTURA', ',', 'Calif.', '1996-08-28']","[5, 0, 5, 0]",4
"['Outspoken', 'Andrei', 'Medvedev', 'exchanged', 'his', 'reputation', 'as', 'the', 'clown', 'prince', 'of', 'tennis', 'on', 'Wednesday', 'for', 'a', 'new', 'no-nonsense', 'attitude', 'that', 'has', 'made', 'life', 'on', 'the', 'courts', 'fun', 'again', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Results', 'of', 'South', 'Korean', 'pro-soccer', 'games', 'played', 'on', 'Wednesday', '.']","[0, 0, 7, 8, 0, 0, 0, 0, 0, 0]",1
"['The', '30-share', 'DAX', 'index', 'closed', 'at', '2,563.16', 'points', ',', 'up', '4.32', '.']","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['When', 'they', 'first', 'heard', 'that', 'Liam', 'had', 'not', 'flown', 'out', 'with', 'the', 'band', 'at', 'the', 'start', 'of', 'the', 'tour', ',', 'many', 'U.S.', 'fans', 'asked', 'for', 'refunds', 'on', 'their', 'concert', 'tickets', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Second', 'test', ':', 'Headingley', '-', 'Drawn']","[0, 0, 0, 5, 0, 0]",1
"['-', 'Israeli', 'President', 'Weizman', 'invited', 'Palestinian', 'President', 'Arafat', 'to', 'meet', 'him', 'at', 'his', 'private', 'residence', '.']","[0, 7, 0, 1, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['The', '50-year-old', 'president', 'has', 'been', 'dogged', 'for', 'years', 'by', 'allegations', 'of', 'financial', 'wrongdoing', ',', 'sexual', 'misconduct', 'and', 'questionable', 'judgment', 'in', 'selecting', 'his', 'advisers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['GOV', 'LAW', 'GERMAN', 'HOME', 'CTRY', '=', 'TAX', 'PROVS', 'STANDARD']","[0, 0, 7, 0, 0, 0, 0, 0, 0]",2
"['CALL', 'C', '98.00', 'PCT', '0.47', 'DEM', '3.30', 'PCT', '202.90', 'X']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0]",2
"['All', 'that', 'is', 'needed', 'is', 'for', 'everyone', 'to', 'show', 'goodwill', ',', '""', 'Commission', 'spokesman', 'Yoka', 'Lye', 'Mudaba', 'told', 'reporters', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 2, 0, 0, 0]",4
['AL-ANWAR'],[3],4
"['Harelbeke', '4', '1', '1', '2', '6', '7', '4']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['The', 'activist', 'was', 'detained', 'by', 'Palestinian', 'intelligence', 'service', 'agents', 'on', 'August', '12', 'after', 'publishing', 'a', 'statement', 'demanding', 'an', 'investigation', 'into', 'the', 'death', 'of', 'a', 'Gaza', 'man', 'who', 'had', 'been', 'questioned', 'by', 'Palestinian', 'authorities', '.']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0]",0
"['Boston', '7', 'CALIFORNIA', '4']","[3, 0, 3, 0]",1
"['TENNIS', '-', 'RESULTS', 'AT', 'HAMLET', 'CUP', '.']","[0, 0, 0, 0, 7, 8, 0]",1
"['MADRID', '1996-08-29']","[5, 0]",0
"['Williams', '(', '5-12', ')', ',', 'who', 'snapped', 'a', 'personal', 'three-game', 'losing', 'streak', ',', 'allowed', 'five', 'hits', ',', 'walked', 'two', 'and', 'struck', 'out', 'five', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Did', 'not', 'bat', ':', 'A.', 'Kumble', ',', 'N.', 'Mongia', ',', 'V.', 'Prasad', ',', 'A.', 'Kapoor', '.']","[0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0]",1
"['BANGLADESH', ""'S"", 'MONEY', 'SUPPLY']","[5, 0, 0, 0]",2
"['1.', 'Ray', 'Belim', '(', 'Britain', ')', '/', 'James', 'Weaver', '(', 'Britain', ')', '/', 'J.J.Lehto']","[0, 1, 2, 0, 5, 0, 0, 1, 2, 0, 5, 0, 0, 0]",1
"['Machnee', 'dismissed', 'talk', 'of', 'frost', 'Wednesday', 'by', 'proponents', 'of', 'the', '""', 'full', 'moon', ',', 'frost', 'soon', '""', 'school', 'of', 'thought', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['""', 'This', 'is', 'not', 'true', '.']","[0, 0, 0, 0, 0, 0]",4
"['SOCCER', '-', 'COCU', 'DOUBLE', 'EARNS', 'PSV', '4-1', 'WIN', '.']","[0, 0, 1, 0, 0, 3, 0, 0, 0]",1
"['PARAMARIBO', ',', 'Surinam', '1996-08-21']","[5, 0, 5, 0]",0
"['0-1', '.']","[0, 0]",4
"['BAGHDAD', '1996-08-24']","[5, 0]",0
"['Scorers', ':']","[0, 0]",1
"['40.', 'Cyprus', '7.83']","[0, 5, 0]",2
"['On', 'April', '28', ',', 'a', 'lone', 'gunman', 'went', 'on', 'a', 'shooting', 'rampage', 'at', 'the', 'site', 'of', 'the', 'historic', 'Port', 'Arthur', 'penal', 'settlement', ',', 'killing', '35', 'people', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0]",4
"['""', 'They', 'were', 'pretty', 'much', 'in', 'line', 'with', 'our', 'estimate', 'of', '1.210', 'billion', ',', '""', 'said', 'Peter', 'Roe', ',', 'at', 'Paribas', 'in', 'London', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 3, 0, 5, 0, 0]",2
"['first', 'division', 'soccer', 'matches', ':']","[0, 0, 0, 0, 0]",1
"['6.', 'Carlos', 'Sainz', '(', 'Spain', ')', 'Ford', 'Escort', '3:03']","[0, 1, 2, 0, 5, 0, 7, 8, 0]",1
"['""', 'There', 'is', 'little', 'we', 'can', 'do', 'when', 'at', 'mid-sea', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Bradford', '22', '17', '0', '5', '767', '409', '34']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['Final', 'figures', 'for', 'June', 'pegged', 'can', 'stock', 'shipments', 'at', '40,144', 'tonnes', ',', 'up', '2.4', 'percent', 'year-on-year', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Georgia', 'Rep', '.']","[5, 7, 0]",0
"['Belgian', 'media', 'speculated', 'that', 'Dutroux', ',', 'charged', 'with', 'abduction', 'and', 'illegal', 'imprisonment', 'of', 'children', ',', 'must', 'have', 'had', 'high', 'level', 'protection', 'to', 'molest', 'youngsters', '.']","[7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['PRODUCER', 'PRICES', '(', '%', ')', 'Jun', '-', '0.2', '+0.1', '+0.2', '119.6**', '-']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['""', 'It', 'goes', 'without', 'saying', 'that', 'we', ""'re"", 'rather', 'disappointed', ',', '""', 'Head', 'said', 'of', 'the', 'decision', 'by', 'the', 'U.S.', 'Court', 'of', 'Appeals', 'for', 'the', 'Fourth', 'Circuit', ',', 'sitting', 'in', 'Baltimore', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 3, 4, 0, 0, 0, 5, 0]",4
"['He', 'described', 'the', 'condition', 'of', 'the', 'property', 'market', 'as', '""', 'very', 'good', 'indeed', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Saturday', ':']","[0, 0]",4
"['Hurricane', 'Edouard', 'grew', 'stronger', 'on', 'Saturday', 'as', 'it', 'swirled', 'across', 'the', 'Atlantic', 'Ocean', ',', 'but', 'forecasters', 'at', 'the', 'National', 'Hurricane', 'Center', 'said', 'the', 'storm', 'would', 'likely', 'swing', 'north', 'and', 'miss', 'the', 'Caribbean', '.']","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",0
"['Kombouare', 'has', 'signed', 'a', 'two-year', 'contract', 'and', 'will', 'make', 'his', 'debut', 'against', 'Morton', 'in', 'the', 'Scottish', 'League', 'Cup', 'on', 'Tuesday', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 8, 8, 0, 0, 0]",1
"['Conchita', 'Martinez', 'decided', 'that', 'when', 'in', 'New', 'York', ',', 'do', 'as', 'the', 'New', 'Yorkers', 'do', '--', 'and', 'the', 'Spaniard', ""'s"", 'new-found', 'aggressiveness', 'seems', 'to', 'have', 'put', 'her', 'in', 'the', 'right', 'frame', 'of', 'mind', 'for', 'the', 'U.S.', 'Open', '.']","[1, 2, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0]",1
"['NEW', 'YORK', '5,710.53', '-', '22.94', '5,778.00', '5,032.94']","[5, 6, 0, 0, 0, 0, 0]",2
"['It', 'took', 'Martinez', 'four', 'Opens', 'to', 'get', 'as', 'far', 'as', 'the', 'quarters', ',', 'and', 'another', 'four', 'to', 'match', 'that', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['-', 'Air', 'Cargo', 'Newsroom', 'Tel+44', '161', '542', '7706', 'Fax+44', '171', '542', '5017']","[0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['I', 'do', ""n't"", 'like', 'playing', 'under', 'the', 'lights', 'but', 'maybe', 'it', 'would', 'not', 'have', 'made', 'any', 'difference', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['OAKLAND', '63', '70', '.474', '13']","[3, 0, 0, 0, 0]",2
"['Southern', 'records', 'have', 'already', 'been', 'preserved', '.']","[7, 0, 0, 0, 0, 0, 0]",4
"['Showers', 'and', 'rain', '0.25-1.00', 'inch', '(', '6-25', 'mm', ')', 'and', 'locally', 'heavier', 'through', 'most', 'of', 'central', 'and', 'south', 'central', 'India', ',', 'up', 'to', '0.75', 'inch', '(', '19', 'mm', ')', 'in', '75', 'percent', 'of', 'north', 'central', 'India', ',', 'and', 'only', 'isolated', 'up', 'to', '0.50', 'inch', '(', '13', 'mm', ')', 'elsewhere', 'over', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",0
"['Moin', 'Khan', '2', '3', '1', '158', '105', '79.00']","[1, 2, 0, 0, 0, 0, 0, 0]",1
"['Tunisia', ""'s"", 'main', 'opposition', 'party', 'on', 'Saturday', 'announced', 'that', 'it', 'had', 'been', 'ousted', 'from', 'its', 'headquarters', 'building', 'by', 'a', 'court', 'decision', 'for', 'failing', 'to', 'pay', 'the', 'rent', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['I', 'was', 'just', 'looking', 'for', 'the', 'ball', ',', 'trying', 'to', 'stay', 'on', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Results', 'from', 'the', 'Canadian', 'Open']","[0, 0, 0, 7, 8]",1
"['BALTIMORE', '68', '60', '.531', '6']","[3, 0, 0, 0, 0]",1
"['Gazprom', 'rises', 'to', '2,901.48', 'rbls', 'at', 'auction', '.']","[3, 0, 0, 0, 0, 0, 0, 0]",2
"['VIENNA', '1996-08-24']","[5, 0]",4
"['CRICKET', '-', 'ENGLISH', 'COUNTY', 'CHAMPIONSHIP', 'SCORES', '.']","[0, 0, 7, 7, 8, 0, 0]",1
"['In', 'New', 'York', ',', 'Wally', 'Whitehurst', 'allowed', 'two', 'runs', 'over', 'seven', 'innings', 'for', 'his', 'first', 'win', 'in', 'more', 'than', 'two', 'years', 'and', 'Paul', ""O'Neill"", ""'s"", 'three-run', 'double', 'snapped', 'a', 'sixth-inning', 'tie', 'as', 'the', 'New', 'York', 'Yankees', 'held', 'on', 'for', 'a', '5-4', 'victory', 'over', 'the', 'Oakland', 'Athletics', '.']","[0, 5, 6, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]",1
"['HOLZGERLINGEN', ',', 'Germany', '1996-08-25']","[5, 0, 5, 0]",4
"['An', 'estimated', '50,000', 'Algerians', 'and', 'more', 'than', '110', 'foreigners', 'have', 'been', 'killed', 'in', 'violence', 'pitting', 'Moslem', 'rebels', 'against', 'government', 'forces', 'since', 'early', '1992', ',', 'when', 'the', 'authorities', 'cancelled', 'a', 'general', 'election', 'in', 'which', 'radical', 'Islamists', 'had', 'taken', 'a', 'commanding', 'lead', '.']","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]",0
"['None', 'of', 'our', 'basic', 'precepts', 'have', 'been', 'challenged', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['PRETORIA', ',', 'South', 'Africa', '1996-08-24']","[5, 0, 5, 6, 0]",0
"['Corinthians', ',', 'who', 'played', 'in', 'a', 'tournament', 'in', 'Spain', 'last', 'week', ',', 'also', 'faced', 'a', 'plane', 'marathon', 'as', 'they', 'attempted', 'to', 'keep', 'up', 'with', 'a', 'hectic', 'fixture', 'list', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['CSKA', '6', '1', '1', '4', '4', '7', '4']","[3, 0, 0, 0, 0, 0, 0, 0]",4
"['Roda', 'JC', 'Kerkrade', '3', '0', '3', '0', '3', '3', '3']","[3, 4, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Delegates', 'to', 'the', 'commission', 'from', 'the', 'other', '10', 'provinces', 'will', 'be', 'installed', 'progressively', 'from', 'next', 'week', 'with', 'the', 'provinces', 'of', 'North', 'and', 'South', 'Kivu', ',', 'Maniema', ',', 'Shaba', 'and', 'Bandundu', 'having', 'priority', ',', 'he', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0]",0
"['Qualifier', 'vs.', 'qualifier']","[0, 0, 0]",1
"['Shanghai', 'Post', 'and', 'Telecomm', 'net', 'down', '.']","[3, 4, 4, 4, 0, 0, 0]",3
"['1892', '-', 'Prolific', 'French', 'modernist', 'composer', 'Darius', 'Milhaud', 'born', '.']","[0, 0, 0, 7, 0, 0, 1, 2, 0, 0]",4
"['Eva', 'Tremila', 'said', 'other', 'even', 'more', 'explicit', 'photos', 'were', 'taken', 'but', 'it', 'did', 'not', 'print', 'them', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['1.', 'Dennis', 'Mitchell', '(', 'U.S.', ')', '10.03', 'seconds']","[0, 1, 2, 0, 5, 0, 0, 0]",1
"['Men', ""'s"", 'singles']","[0, 0, 0]",1
"['soccer', 'results', 'and', 'standings', 'from', 'weekend', 'and', 'bank', 'holiday', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Motor-bike', 'registration', 'rose', '32.7', 'percent', 'in', 'the', 'period', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Similar', 'results', 'had', 'been', 'obtained', 'previously', 'in', 'test-tube', 'cell', 'cultures', ',', 'but', 'not', 'in', 'live', 'animals', ',', 'the', 'university', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['2:28.98', 'Svetlana', 'Masterkova', '(', 'Russia', ')', 'Brussels', '23.8.96']","[0, 1, 2, 0, 5, 0, 5, 0]",1
"['NEW', 'YORK', '1996-08-22']","[5, 6, 0]",4
"['Prayers', 'continued', 'in', 'Calcutta', ',', 'one', 'of', 'the', 'world', ""'s"", 'poorest', 'cities', ',', 'where', 'Mother', 'Teresa', ""'s"", 'Missionaries', 'of', 'Charity', 'runs', 'several', 'homes', 'for', 'the', 'poor', 'and', 'destitute', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['""', 'This', 'finding', 'is', 'important', 'because', 'one', 'of', 'the', 'jars', 'still', 'contains', 'substances', 'and', 'materials', 'used', 'in', 'the', 'conservation', 'of', 'mummies', 'and', 'the', 'conservation', 'of', 'the', 'intestines', 'and', 'all', 'the', 'things', 'which', 'were', 'in', 'the', 'cavity', 'of', 'a', 'person', 'we', 'have', 'not', 'identified', 'yet', ',', '""', 'Saleh', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3
"['Fastest', 'lap', ':', 'Aoki', '147.786', 'kph']","[0, 0, 0, 1, 0, 0]",1
"['Touchstone', 'Software', 'Corp.', 'had', 'to', 'pay', '$', '1.3', 'million', 'in', 'cash', 'and', 'stock', 'to', 'settle', 'a', 'shareholders', 'lawsuit', 'brought', 'after', 'the', 'company', ""'s"", 'sales', 'failed', 'to', 'meet', 'expectations', 'tied', 'to', 'the', 'Windows', '95', 'launch', '.']","[3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0]",2
"['Paris', 'Saint-Germain', '3', '2', '1', '0', '3', '0', '7']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['-', 'IP', '/', '96', '/', '805', ':', 'Commission', 'finds', 'acquisition', 'of', 'CAMAT', 'by', 'AGF-IART', 'does', 'not', 'fall', 'under', 'the', 'merger', 'regulation', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['His', 'deputy', 'earlier', 'speculated', 'at', 'least', '10', 'days', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['Results', 'of', 'Major', 'League']","[0, 0, 7, 8]",1
"['My', 'understanding', 'is', 'the', '(', 'Serb', ')', 'police', 'have', 'been', 'released', '...']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0]",4
"['--', 'U.S.', 'Municipal', 'Desk', ',', '212-859-1650']","[0, 3, 4, 4, 0, 0]",4
"['""', 'With', 'equal', 'measures', 'of', 'ignorance', 'and', 'audacity', 'this', 'two-headed', 'monster', 'of', 'Dole', 'and', 'Gingrich', 'has', 'been', 'launching', 'an', 'all', 'out', 'assault', 'on', 'decades', 'of', 'progress', 'of', 'behalf', 'of', 'working', 'men', 'and', 'women', ',', '""', 'Gore', 'said', 'to', 'whoops', 'of', '""', '12', 'more', 'years', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Harding', 'says', 'others', 'have', 'done', 'the', 'same', '.', '""']","[1, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['The', 'maximum', 'noise', 'level', 'during', 'the', 'day', 'is', 'trimmed', 'by', 'three', 'decibels', 'to', '94', ',', 'while', 'the', 'night', 'time', 'level', 'is', 'reduced', 'by', 'two', 'decibels', 'to', '87', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['HORSE', 'RACING', '-', 'JOCKEY', 'WEAVER', 'RECEIVES', '21-DAY', 'BAN', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0]",1
"['Simitis', 'blamed', 'ND', 'for', 'the', 'low', 'absorption', 'rate', 'of', 'EU', 'funds', 'and', 'said', 'the', 'socialists', 'will', 'increase', 'farmers', ""'"", 'pensions', ',', 'combat', 'tax', 'evasion', 'and', 'accelerate', 'GDP', 'growth', 'rates', 'to', '4.0', 'percent', 'in', 'a', 'few', 'years', '.']","[1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
